participant,group,trial,label,no,item,exp,condition,cb,left,right,target,r1,r2,r3,r4,r5,r6,r7,question_rt,choice_rt,choice,chosen_type,mismatch,dominant,prop_left,prop_right,total_dwell,dwell_left,dwell_right,fixations_left,fixations_right,total_fixation,revisits_left,revisits_right,total_revisits,transitions,ffs,ffd,fvs,fvd,cxt
participant_014,b,26,experiment,4,2,1,exclusive,y,2b,2a,2a,376.0,273.0,261.0,306.0,425.0,331.0,407.0,,557.0,right,A,False,right,0.0,1.0,962.0,0.0,962.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,263.0,right,962.0,exclusive.A
participant_014,b,49,experiment,9,3,1,contrastive,n,3a,3b,3b,316.0,200.0,160.0,110.0,339.0,517.0,382.0,,519.0,left,A,True,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.A
participant_014,b,25,experiment,11,4,1,focus,n,4a,4b,,380.0,254.0,240.0,656.0,447.0,480.0,575.0,,591.0,left,A,False,right,0.291,0.709,574.0,167.0,407.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,left,87.0,left,87.0,focus.A
participant_014,b,13,experiment,13,5,1,exclusive,n,5a,5b,5a,248.0,183.0,165.0,125.0,428.0,376.0,445.0,,2534.0,left,A,False,left,0.703,0.297,555.0,390.0,165.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,left,328.0,left,328.0,exclusive.A
participant_014,b,15,experiment,18,6,1,contrastive,y,6b,6a,6b,255.0,184.0,168.0,154.0,158.0,325.0,317.0,,687.0,right,A,True,right,0.0,1.0,373.0,0.0,373.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,171.0,right,373.0,contrastive.A
participant_014,b,37,experiment,20,7,1,focus,y,7b,7a,,379.0,276.0,384.0,359.0,372.0,591.0,361.0,,500.0,right,A,False,left,0.92,0.08,764.0,703.0,61.0,3.0,1.0,4.0,2.0,0.0,2.0,1.0,right,61.0,right,61.0,focus.A
participant_014,b,17,experiment,22,8,1,exclusive,y,8b,8a,8a,415.0,264.0,211.0,278.0,379.0,358.0,384.0,,616.0,right,A,False,left,0.505,0.495,1108.0,560.0,548.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,560.0,left,560.0,exclusive.A
participant_014,b,12,experiment,27,9,1,contrastive,n,9a,9b,9b,354.0,238.0,183.0,356.0,312.0,285.0,426.0,,606.0,left,A,True,right,0.0,1.0,520.0,0.0,520.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,520.0,right,520.0,contrastive.A
participant_014,b,21,experiment,29,10,1,focus,n,10a,10b,,346.0,227.0,188.0,389.0,380.0,418.0,394.0,,565.0,left,A,False,left,1.0,0.0,456.0,456.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,456.0,left,456.0,focus.A
participant_014,b,39,experiment,31,11,1,exclusive,n,11a,11b,11a,426.0,272.0,287.0,373.0,383.0,351.0,422.0,,1024.0,left,A,False,right,0.0,1.0,535.0,0.0,535.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,535.0,right,535.0,exclusive.A
participant_014,b,41,experiment,36,12,1,contrastive,y,12b,12a,12b,236.0,170.0,141.0,132.0,449.0,640.0,521.0,,550.0,right,A,True,right,0.0,1.0,424.0,0.0,424.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,424.0,right,424.0,contrastive.A
participant_014,b,14,experiment,38,13,1,focus,y,13b,13a,,285.0,191.0,172.0,175.0,383.0,352.0,407.0,,831.0,right,A,False,left,0.515,0.485,1135.0,584.0,551.0,3.0,1.0,4.0,2.0,0.0,2.0,1.0,left,138.0,left,584.0,focus.A
participant_014,b,29,experiment,40,14,1,exclusive,y,14b,14a,14a,310.0,239.0,204.0,141.0,352.0,374.0,397.0,,501.0,right,A,False,left,0.557,0.443,1729.1,963.1,766.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,right,349.0,right,349.0,exclusive.A
participant_014,b,46,experiment,45,15,1,contrastive,n,15a,15b,15b,328.0,245.0,182.0,358.0,322.0,356.0,425.0,,649.0,left,A,True,right,0.0,1.0,677.0,0.0,677.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,right,52.0,right,677.0,contrastive.A
participant_014,b,18,experiment,47,16,1,focus,n,16a,16b,,315.0,203.0,158.0,147.0,131.0,345.0,836.0,,811.0,left,A,False,left,0.705,0.295,1307.0,921.0,386.0,3.0,2.0,5.0,2.0,1.0,3.0,2.0,left,50.0,left,189.0,focus.A
participant_014,b,23,experiment,49,17,1,exclusive,n,17a,17b,17a,267.0,216.0,154.0,177.0,304.0,350.0,316.0,,504.0,left,A,False,left,1.0,0.0,367.0,367.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,142.0,left,367.0,exclusive.A
participant_014,b,43,experiment,54,18,1,contrastive,y,18b,18a,18b,303.0,213.0,147.0,149.0,375.0,315.0,368.0,,476.0,right,A,True,right,0.0,1.0,489.0,0.0,489.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,right,56.0,right,489.0,contrastive.A
participant_015,c,33,experiment,3,1,1,contrastive,n,1a,1b,1b,557.0,409.0,449.0,429.0,428.0,691.0,437.0,,4063.0,left,A,True,left,1.0,0.0,447.0,447.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,447.0,left,447.0,contrastive.A
participant_015,c,36,experiment,5,2,1,focus,n,2a,2b,,303.0,292.0,307.0,271.0,372.0,578.0,449.0,,1295.0,left,A,False,right,0.393,0.607,1280.1,503.0,777.1,4.0,4.0,8.0,3.0,3.0,6.0,5.0,left,274.0,left,274.0,focus.A
participant_015,c,34,experiment,7,3,1,exclusive,n,3a,3b,3a,404.0,364.0,339.0,377.0,395.0,595.0,404.0,,2631.0,right,B,True,left,0.509,0.491,994.0,506.0,488.0,3.0,4.0,7.0,2.0,3.0,5.0,3.0,right,205.0,right,270.0,exclusive.B
participant_015,c,47,experiment,12,4,1,contrastive,y,4b,4a,4b,668.0,416.0,348.0,341.0,345.0,393.0,404.0,,1591.0,left,B,False,left,0.616,0.384,2184.3,1345.0,839.3,7.0,5.0,12.0,6.0,4.0,10.0,7.0,right,257.1,right,514.3,contrastive.B
participant_015,c,27,experiment,14,5,1,focus,y,5b,5a,,316.0,234.0,299.0,1308.0,351.0,589.0,637.0,,2953.0,left,B,False,right,0.422,0.578,4560.1,1923.0,2637.1,13.0,16.0,29.0,12.0,15.0,27.0,18.0,right,69.0,right,69.0,focus.B
participant_015,c,17,experiment,16,6,1,exclusive,y,6b,6a,6a,455.0,513.0,407.0,377.0,411.0,701.0,720.0,,2278.0,right,A,False,left,0.519,0.481,9577.3,4974.0,4603.3,37.0,24.0,61.0,36.0,23.0,59.0,38.0,right,239.0,right,239.0,exclusive.A
participant_015,c,49,experiment,21,7,1,contrastive,n,7a,7b,7b,340.0,362.0,295.0,364.0,368.0,426.0,408.0,,5988.0,left,A,True,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.A
participant_015,c,12,experiment,23,8,1,focus,n,8a,8b,,341.0,411.0,446.0,420.0,475.0,528.0,566.0,,809.0,left,A,False,right,0.457,0.543,678.0,310.0,368.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,left,74.0,left,310.0,focus.A
participant_015,c,40,experiment,25,9,1,exclusive,n,9a,9b,9a,425.0,293.0,217.0,291.0,277.0,369.0,393.0,,1876.0,right,B,True,right,0.0,1.0,947.0,0.0,947.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,281.0,right,947.0,exclusive.B
participant_015,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,334.0,248.0,222.0,211.0,229.0,226.0,1030.0,,1295.0,left,B,False,left,0.875,0.125,1046.0,915.0,131.0,4.0,2.0,6.0,3.0,1.0,4.0,2.0,left,77.0,left,152.0,contrastive.B
participant_015,c,22,experiment,32,11,1,focus,y,11b,11a,,360.0,352.0,356.0,357.0,372.0,396.0,585.0,,575.0,left,B,False,right,0.242,0.758,1208.1,292.0,916.1,2.0,6.0,8.0,1.0,5.0,6.0,4.0,right,208.0,right,208.0,focus.B
participant_015,c,10,experiment,34,12,1,exclusive,y,12b,12a,12a,717.0,677.0,1456.0,1183.0,708.0,951.0,1070.0,,1724.0,right,A,False,left,1.0,0.0,797.0,797.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,797.0,left,797.0,exclusive.A
participant_015,c,20,experiment,39,13,1,contrastive,n,13a,13b,13b,410.0,437.0,535.0,432.0,406.0,785.0,733.0,,5292.0,right,B,False,left,1.0,0.0,437.0,437.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,437.0,left,437.0,contrastive.B
participant_015,c,29,experiment,41,14,1,focus,n,14a,14b,,425.0,452.0,386.0,366.0,377.0,402.0,552.0,,7916.0,right,B,False,left,0.901,0.099,704.0,634.0,70.0,3.0,1.0,4.0,2.0,0.0,2.0,2.0,left,138.0,left,138.0,focus.B
participant_015,c,15,experiment,43,15,1,exclusive,n,15a,15b,15a,562.0,402.0,417.0,370.0,432.0,444.0,499.0,,576.0,left,A,False,right,0.418,0.582,1156.1,483.0,673.1,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,483.0,left,483.0,exclusive.A
participant_015,c,25,experiment,48,16,1,contrastive,y,16b,16a,16b,376.0,327.0,318.0,369.0,445.0,1521.0,693.0,,2063.0,right,A,True,left,0.728,0.272,1937.0,1411.0,526.0,10.0,3.0,13.0,9.0,2.0,11.0,5.0,right,82.0,right,82.0,contrastive.A
participant_015,c,24,experiment,50,17,1,focus,y,17b,17a,,362.0,415.0,368.0,458.0,661.0,678.0,674.0,,2813.0,right,A,False,left,0.563,0.437,1665.0,937.0,728.0,7.0,7.0,14.0,6.0,6.0,12.0,10.0,right,68.0,right,68.0,focus.A
participant_015,c,38,experiment,52,18,1,exclusive,y,18b,18a,18a,427.0,388.0,319.0,341.0,311.0,331.0,1285.0,,2099.0,right,A,False,right,0.104,0.896,1408.0,146.0,1262.0,2.0,6.0,8.0,1.0,5.0,6.0,4.0,right,130.0,right,411.0,exclusive.A
participant_016,a,36,experiment,1,1,1,exclusive,n,1a,1b,1a,249.0,417.0,419.0,727.0,468.0,681.0,684.0,,2007.0,left,A,False,right,0.425,0.575,6247.4,2658.1,3589.3,12.0,12.0,24.0,11.0,11.0,22.0,7.0,left,86.0,left,661.0,exclusive.A
participant_016,a,50,experiment,6,2,1,contrastive,y,2b,2a,2b,295.0,318.0,331.0,296.0,306.0,255.0,351.0,,1900.0,left,B,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.B
participant_016,a,18,experiment,8,3,1,focus,y,3b,3a,,568.0,654.0,575.0,721.0,683.0,832.0,648.0,,2168.0,right,A,False,left,1.0,0.0,331.1,331.1,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,74.0,left,331.1,focus.A
participant_016,a,43,experiment,10,4,1,exclusive,y,4b,4a,4a,495.0,361.0,518.0,411.0,418.0,389.0,513.0,,1448.0,right,A,False,left,0.501,0.499,515.1,258.0,257.1,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,258.0,left,258.0,exclusive.A
participant_016,a,10,experiment,15,5,1,contrastive,n,5a,5b,5b,701.0,505.0,714.0,684.0,484.0,487.0,569.0,,2291.0,right,B,False,right,0.274,0.726,1528.0,418.0,1110.0,1.0,3.0,4.0,0.0,2.0,2.0,1.0,left,418.0,left,418.0,contrastive.B
participant_016,a,13,experiment,17,6,1,focus,n,6a,6b,,757.0,785.0,623.0,587.0,625.0,678.0,616.0,,2020.0,left,A,False,right,0.112,0.888,1587.0,177.0,1410.0,1.0,3.0,4.0,0.0,2.0,2.0,1.0,left,177.0,left,177.0,focus.A
participant_016,a,49,experiment,19,7,1,exclusive,n,7a,7b,7a,467.0,401.0,503.0,399.0,389.0,593.0,784.0,,1583.0,left,A,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,exclusive.A
participant_016,a,47,experiment,24,8,1,contrastive,y,8b,8a,8b,631.0,475.0,808.0,336.0,354.0,380.0,689.0,,1994.0,left,B,False,left,0.944,0.056,1184.0,1118.0,66.0,4.0,1.0,5.0,3.0,0.0,3.0,1.0,right,66.0,right,66.0,contrastive.B
participant_016,a,35,experiment,26,9,1,focus,y,9b,9a,,450.0,300.0,471.0,576.0,393.0,480.0,1596.0,,1807.0,right,A,False,right,0.204,0.796,323.1,66.0,257.1,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,66.0,left,66.0,focus.A
participant_016,a,45,experiment,28,10,1,exclusive,y,10b,10a,10a,217.0,382.0,389.0,378.0,418.0,324.0,410.0,,1336.0,right,A,False,left,0.937,0.063,891.0,835.0,56.0,5.0,1.0,6.0,4.0,0.0,4.0,1.0,right,56.0,right,56.0,exclusive.A
participant_016,a,42,experiment,33,11,1,contrastive,n,11a,11b,11b,371.0,306.0,505.0,325.0,462.0,363.0,440.0,,2003.0,right,B,False,left,0.756,0.244,340.1,257.1,83.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,83.0,right,83.0,contrastive.B
participant_016,a,27,experiment,35,12,1,focus,n,12a,12b,,308.0,506.0,424.0,597.0,549.0,748.0,726.0,,2159.0,left,A,False,right,0.0,1.0,677.1,0.0,677.1,0.0,3.0,3.0,0.0,2.0,2.0,0.0,right,66.0,right,677.1,focus.A
participant_016,a,38,experiment,37,13,1,exclusive,n,13a,13b,13a,483.0,364.0,388.0,500.0,446.0,441.0,1578.0,,10095.0,right,B,True,left,0.657,0.343,1124.1,738.0,386.1,2.0,2.0,4.0,1.0,1.0,2.0,3.0,left,86.0,left,86.0,exclusive.B
participant_016,a,31,experiment,42,14,1,contrastive,y,14b,14a,14b,515.0,661.0,1476.0,843.0,475.0,818.0,1729.0,,2531.0,left,B,False,left,0.7,0.3,920.1,644.1,276.0,4.0,2.0,6.0,3.0,1.0,4.0,3.0,right,59.0,right,59.0,contrastive.B
participant_016,a,29,experiment,44,15,1,focus,y,15b,15a,,553.0,645.0,944.0,662.0,598.0,735.0,934.0,,1785.0,right,A,False,right,0.315,0.685,1505.1,474.1,1031.0,3.0,2.0,5.0,2.0,1.0,3.0,3.0,left,50.0,left,217.0,focus.A
participant_016,a,40,experiment,46,16,1,exclusive,y,16b,16a,16a,260.0,521.0,517.0,384.0,379.0,360.0,974.0,,2117.0,right,A,False,right,0.169,0.831,390.1,66.0,324.1,1.0,2.0,3.0,0.0,1.0,1.0,2.0,right,67.0,right,67.0,exclusive.A
participant_016,a,34,experiment,51,17,1,contrastive,n,17a,17b,17b,482.0,473.0,766.0,795.0,565.0,533.0,5823.0,,2660.0,left,A,True,left,0.935,0.065,1667.0,1558.0,109.0,5.0,2.0,7.0,4.0,1.0,5.0,4.0,left,99.0,left,99.0,contrastive.A
participant_016,a,21,experiment,53,18,1,focus,n,18a,18b,,575.0,526.0,446.0,503.0,431.0,494.0,460.0,,2995.0,right,B,False,left,0.598,0.402,1414.1,846.1,568.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,589.0,left,589.0,focus.B
participant_017,b,34,experiment,2,1,1,focus,y,1b,1a,,321.0,282.0,241.0,340.0,322.0,366.0,331.0,,1655.0,right,A,False,right,0.149,0.851,402.1,60.0,342.1,1.0,2.0,3.0,0.0,1.0,1.0,2.0,right,85.0,right,85.0,focus.A
participant_017,b,26,experiment,4,2,1,exclusive,y,2b,2a,2a,259.0,358.0,434.0,359.0,360.0,563.0,549.0,,903.0,right,A,False,right,0.105,0.895,1281.1,135.0,1146.1,2.0,4.0,6.0,1.0,3.0,4.0,4.0,right,99.0,right,99.0,exclusive.A
participant_017,b,49,experiment,9,3,1,contrastive,n,3a,3b,3b,334.0,273.0,418.0,350.0,318.0,419.0,488.0,,1460.0,right,B,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.B
participant_017,b,25,experiment,11,4,1,focus,n,4a,4b,,491.0,379.0,501.0,371.0,352.0,333.0,529.0,,1295.0,left,A,False,right,0.0,1.0,327.1,0.0,327.1,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,70.0,right,327.1,focus.A
participant_017,b,13,experiment,13,5,1,exclusive,n,5a,5b,5a,435.0,263.0,302.0,400.0,303.0,287.0,388.0,,1555.0,right,B,True,left,0.638,0.362,1131.3,722.1,409.1,5.0,3.0,8.0,4.0,2.0,6.0,3.0,right,86.0,right,86.0,exclusive.B
participant_017,b,15,experiment,18,6,1,contrastive,y,6b,6a,6b,299.0,322.0,222.0,326.0,229.0,309.0,297.0,,3690.0,left,B,False,right,0.0,1.0,991.0,0.0,991.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,156.0,right,991.0,contrastive.B
participant_017,b,37,experiment,20,7,1,focus,y,7b,7a,,285.0,329.0,435.0,434.0,411.0,519.0,658.0,,1134.0,right,A,False,left,1.0,0.0,1448.0,1448.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,0.0,left,728.0,left,1448.0,focus.A
participant_017,b,17,experiment,22,8,1,exclusive,y,8b,8a,8a,290.0,278.0,229.0,274.0,268.0,232.0,387.0,,1006.0,right,A,False,left,0.542,0.458,791.1,429.0,362.1,2.0,2.0,4.0,1.0,1.0,2.0,2.0,right,105.0,right,105.0,exclusive.A
participant_017,b,12,experiment,27,9,1,contrastive,n,9a,9b,9b,282.0,288.0,672.0,312.0,631.0,449.0,399.0,,3906.0,right,B,False,right,0.0,1.0,808.0,0.0,808.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,right,808.0,right,808.0,contrastive.B
participant_017,b,21,experiment,29,10,1,focus,n,10a,10b,,346.0,317.0,295.0,258.0,302.0,277.0,237.0,,1978.0,left,A,False,left,1.0,0.0,462.1,462.1,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,left,155.0,left,462.1,focus.A
participant_017,b,39,experiment,31,11,1,exclusive,n,11a,11b,11a,353.0,278.0,463.0,382.0,340.0,345.0,517.0,,1900.0,left,A,False,left,0.811,0.189,387.1,314.1,73.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,57.0,left,57.0,exclusive.A
participant_017,b,41,experiment,36,12,1,contrastive,y,12b,12a,12b,243.0,915.0,529.0,299.0,345.0,491.0,795.0,,1642.0,left,B,False,left,0.906,0.094,2127.0,1927.0,200.0,4.0,2.0,6.0,3.0,1.0,4.0,1.0,right,134.0,right,200.0,contrastive.B
participant_017,b,14,experiment,38,13,1,focus,y,13b,13a,,627.0,457.0,472.0,569.0,531.0,408.0,504.0,,819.0,right,A,False,right,0.0,1.0,1372.0,0.0,1372.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,right,86.0,right,1372.0,focus.A
participant_017,b,29,experiment,40,14,1,exclusive,y,14b,14a,14a,303.0,292.0,398.0,372.0,404.0,371.0,634.0,,1915.0,left,B,True,right,0.392,0.608,627.1,246.0,381.1,2.0,2.0,4.0,1.0,1.0,2.0,2.0,left,178.0,left,178.0,exclusive.B
participant_017,b,46,experiment,45,15,1,contrastive,n,15a,15b,15b,328.0,294.0,493.0,270.0,321.0,290.0,480.0,,5934.0,right,B,False,left,0.553,0.447,575.1,318.0,257.1,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,318.0,left,318.0,contrastive.B
participant_017,b,18,experiment,47,16,1,focus,n,16a,16b,,296.0,230.0,197.0,419.0,270.0,316.0,326.0,,1870.0,left,A,False,left,0.508,0.492,2453.1,1246.0,1207.1,4.0,4.0,8.0,3.0,3.0,6.0,4.0,right,84.0,right,84.0,focus.A
participant_017,b,23,experiment,49,17,1,exclusive,n,17a,17b,17a,525.0,268.0,349.0,438.0,393.0,461.0,472.0,,1236.0,left,A,False,left,1.0,0.0,1196.0,1196.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,0.0,left,122.0,left,1196.0,exclusive.A
participant_017,b,43,experiment,54,18,1,contrastive,y,18b,18a,18b,524.0,444.0,496.0,608.0,402.0,506.0,563.0,,2320.0,left,B,False,right,0.0,1.0,1225.0,0.0,1225.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,right,85.0,right,1225.0,contrastive.B
participant_018,c,33,experiment,3,1,1,contrastive,n,1a,1b,1b,363.0,333.0,359.0,258.0,301.0,290.0,398.0,,1116.0,right,B,False,left,1.0,0.0,257.1,257.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,257.1,left,257.1,contrastive.B
participant_018,c,36,experiment,5,2,1,focus,n,2a,2b,,396.0,271.0,408.0,284.0,365.0,336.0,337.0,,5419.0,right,B,False,right,0.413,0.587,438.1,181.0,257.1,2.0,1.0,3.0,1.0,0.0,1.0,1.0,left,66.0,left,181.0,focus.B
participant_018,c,34,experiment,7,3,1,exclusive,n,3a,3b,3a,418.0,372.0,418.0,423.0,510.0,669.0,781.0,,1620.0,left,A,False,right,0.333,0.667,771.4,257.1,514.3,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,257.1,left,257.1,exclusive.A
participant_018,c,47,experiment,12,4,1,contrastive,y,4b,4a,4b,420.0,301.0,320.0,428.0,354.0,426.0,334.0,,2536.0,left,B,False,right,0.0,1.0,690.0,0.0,690.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,right,149.0,right,690.0,contrastive.B
participant_018,c,27,experiment,14,5,1,focus,y,5b,5a,,284.0,454.0,395.0,383.0,290.0,401.0,643.0,,7618.0,left,B,False,right,0.0,1.0,342.1,0.0,342.1,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,85.0,right,342.1,focus.B
participant_018,c,17,experiment,16,6,1,exclusive,y,6b,6a,6a,426.0,336.0,338.0,223.0,303.0,301.0,364.0,,1245.0,right,A,False,left,1.0,0.0,1470.0,1470.0,0.0,3.0,0.0,3.0,2.0,0.0,2.0,0.0,left,675.0,left,1470.0,exclusive.A
participant_018,c,49,experiment,21,7,1,contrastive,n,7a,7b,7b,223.0,191.0,182.0,269.0,292.0,240.0,595.0,,767.0,right,B,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.B
participant_018,c,12,experiment,23,8,1,focus,n,8a,8b,,369.0,363.0,443.0,332.0,426.0,352.0,414.0,,963.0,left,A,False,right,0.0,1.0,755.0,0.0,755.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,right,189.0,right,755.0,focus.A
participant_018,c,40,experiment,25,9,1,exclusive,n,9a,9b,9a,446.0,327.0,396.0,419.0,295.0,300.0,301.0,,864.0,left,A,False,right,0.0,1.0,993.0,0.0,993.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,838.0,right,993.0,exclusive.A
participant_018,c,43,experiment,30,10,1,contrastive,y,10b,10a,10b,247.0,336.0,263.0,354.0,284.0,292.0,328.0,,958.0,left,B,False,right,0.207,0.793,1452.0,301.0,1151.0,1.0,3.0,4.0,0.0,2.0,2.0,2.0,right,435.0,right,435.0,contrastive.B
participant_018,c,22,experiment,32,11,1,focus,y,11b,11a,,437.0,314.0,338.0,364.0,351.0,451.0,347.0,,926.0,right,A,False,right,0.199,0.801,1095.0,218.0,877.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,left,218.0,left,218.0,focus.A
participant_018,c,10,experiment,34,12,1,exclusive,y,12b,12a,12a,414.0,501.0,540.0,434.0,345.0,532.0,420.0,,1303.0,right,A,False,left,1.0,0.0,257.1,257.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,257.1,left,257.1,exclusive.A
participant_018,c,20,experiment,39,13,1,contrastive,n,13a,13b,13b,1130.0,1220.0,633.0,490.0,692.0,655.0,915.0,,3092.0,right,B,False,right,0.194,0.806,653.0,127.0,526.0,1.0,3.0,4.0,0.0,2.0,2.0,1.0,left,127.0,left,127.0,contrastive.B
participant_018,c,29,experiment,41,14,1,focus,n,14a,14b,,343.0,300.0,295.0,393.0,454.0,325.0,525.0,,1220.0,right,B,False,right,0.176,0.824,1075.0,189.0,886.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,right,50.0,right,50.0,focus.B
participant_018,c,15,experiment,43,15,1,exclusive,n,15a,15b,15a,350.0,314.0,325.0,266.0,307.0,241.0,319.0,,691.0,left,A,False,right,0.0,1.0,943.0,0.0,943.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,right,510.0,right,943.0,exclusive.A
participant_018,c,25,experiment,48,16,1,contrastive,y,16b,16a,16b,492.0,307.0,362.0,368.0,342.0,506.0,337.0,,898.0,left,B,False,left,0.672,0.328,3847.5,2587.4,1260.1,9.0,4.0,13.0,8.0,3.0,11.0,6.0,left,101.0,left,101.0,contrastive.B
participant_018,c,24,experiment,50,17,1,focus,y,17b,17a,,250.0,236.0,199.0,357.0,302.0,462.0,503.0,,1187.0,right,A,False,right,0.216,0.784,797.0,172.0,625.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,left,110.0,left,172.0,focus.A
participant_018,c,38,experiment,52,18,1,exclusive,y,18b,18a,18a,404.0,364.0,274.0,349.0,261.0,334.0,582.0,,1477.0,right,A,False,left,1.0,0.0,257.1,257.1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,left,257.1,left,257.1,exclusive.A
participant_019,c,33,experiment,3,1,1,contrastive,n,1a,1b,1b,321.0,272.0,255.0,297.0,264.0,321.0,364.0,,724.0,right,B,False,left,0.912,0.088,678.0,618.0,60.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,right,60.0,right,60.0,contrastive.B
participant_019,c,36,experiment,5,2,1,focus,n,2a,2b,,339.0,270.0,326.0,315.0,359.0,848.0,434.0,,744.0,left,A,False,left,0.811,0.189,873.0,708.0,165.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,left,708.0,left,708.0,focus.A
participant_019,c,34,experiment,7,3,1,exclusive,n,3a,3b,3a,646.0,608.0,676.0,730.0,458.0,702.0,619.0,,1246.0,left,A,False,left,1.0,0.0,629.0,629.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,left,197.0,left,629.0,exclusive.A
participant_019,c,47,experiment,12,4,1,contrastive,y,4b,4a,4b,290.0,278.0,295.0,267.0,254.0,242.0,272.0,,937.0,left,B,False,right,0.337,0.663,816.0,275.0,541.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,left,132.0,left,275.0,contrastive.B
participant_019,c,27,experiment,14,5,1,focus,y,5b,5a,,445.0,343.0,333.0,359.0,331.0,348.0,490.0,,1206.0,right,A,False,right,0.464,0.536,3318.3,1541.1,1777.1,5.0,6.0,11.0,4.0,5.0,9.0,8.0,left,302.0,left,302.0,focus.A
participant_019,c,17,experiment,16,6,1,exclusive,y,6b,6a,6a,407.0,338.0,315.0,316.0,322.0,298.0,336.0,,646.0,right,A,False,left,0.825,0.175,395.1,326.1,69.0,2.0,1.0,3.0,1.0,0.0,1.0,2.0,left,69.0,left,69.0,exclusive.A
participant_019,c,49,experiment,21,7,1,contrastive,n,7a,7b,7b,290.0,214.0,248.0,270.0,266.0,250.0,347.0,,927.0,right,B,False,,,,1067.6402586206896,,,,,4.874137931034483,,,,1.9,,220.05172413793105,,406.4448275862069,contrastive.B
participant_019,c,12,experiment,23,8,1,focus,n,8a,8b,,525.0,578.0,457.0,585.0,417.0,431.0,577.0,,916.0,left,A,False,right,0.421,0.579,3369.3,1419.1,1950.1,9.0,12.0,21.0,8.0,11.0,19.0,12.0,left,83.0,left,83.0,focus.A
