results_time,MD5,Controller,item_order,inner,label,latin_group,PennElementType,PennElementName,Parameter,Value,EventTime,prolific_id,Comments,extra_0,extra_1,extra_2,extra_3,extra_4,extra_5,extra_6,extra_7,extra_8,results_timestamp,participant_id,group,no,item,condition,counterbalancing,left,right
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,13,0,experiment,NULL,Key,r2,PressedKey,,1758195729487,prolific_id,roro101,a,120,36,attention-check,y,reggeli,vacsora,participant_id,Wait success,2025-09-18 11:52:32,a,120,36.0,,y,reggeli,vacsora,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,13,0,experiment,NULL,Key,r3,PressedKey,,1758195729655,prolific_id,roro101,a,120,36,attention-check,y,reggeli,vacsora,participant_id,Wait success,2025-09-18 11:52:32,a,120,36.0,,y,reggeli,vacsora,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,13,0,experiment,NULL,Key,r4,PressedKey,,1758195729839,prolific_id,roro101,a,120,36,attention-check,y,reggeli,vacsora,participant_id,Wait success,2025-09-18 11:52:32,a,120,36.0,,y,reggeli,vacsora,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,13,0,experiment,NULL,Key,r5,PressedKey,,1758195729993,prolific_id,roro101,a,120,36,attention-check,y,reggeli,vacsora,participant_id,Wait success,2025-09-18 11:52:32,a,120,36.0,,y,reggeli,vacsora,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,13,0,experiment,NULL,Key,r6,PressedKey,,1758195730207,prolific_id,roro101,a,120,36,attention-check,y,reggeli,vacsora,participant_id,Wait success,2025-09-18 11:52:32,a,120,36.0,,y,reggeli,vacsora,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,13,0,experiment,NULL,Key,r7,PressedKey,,1758195730395,prolific_id,roro101,a,120,36,attention-check,y,reggeli,vacsora,participant_id,Wait success,2025-09-18 11:52:32,a,120,36.0,,y,reggeli,vacsora,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,13,0,experiment,NULL,Key,question,PressedKey,,1758195735132,prolific_id,roro101,a,120,36,attention-check,y,reggeli,vacsora,participant_id,Wait success,2025-09-18 11:52:32,a,120,36.0,,y,reggeli,vacsora,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,13,0,experiment,NULL,Selector,choice_selector,Selection,right_canvas,1758195738575,prolific_id,roro101,a,120,36,attention-check,y,reggeli,vacsora,participant_id,left_canvas;right_canvas,2025-09-18 11:52:32,a,120,36.0,,y,reggeli,vacsora,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,13,0,experiment,NULL,EyeTracker,tracker,Filename,httpsfarmpcibexnetrDigcCS/bdc17927-53a3-24cb-4607-15e00152ec65,1758195739580,prolific_id,roro101,a,120,36,attention-check,y,reggeli,vacsora,participant_id,NULL,2025-09-18 11:52:32,a,120,36.0,,y,reggeli,vacsora,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,13,0,experiment,NULL,PennController,15,_Trial_,End,1758195739581,prolific_id,roro101,a,120,36,attention-check,y,reggeli,vacsora,participant_id,NULL,2025-09-18 11:52:32,a,120,36.0,,y,reggeli,vacsora,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,13,0,experiment,NULL,PennController,15,_Trial_,Start,1758196457634,prolific_id,undefined,b,95,29,self-directed,n,földműves,munkás,participant_id,NULL,2025-09-18 11:54:16,b,95,29.0,,n,földműves,munkás,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,13,0,experiment,NULL,PennController,15,_Header_,Start,1758196457634,prolific_id,undefined,b,95,29,self-directed,n,földműves,munkás,participant_id,NULL,2025-09-18 11:54:16,b,95,29.0,,n,földműves,munkás,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,13,0,experiment,NULL,PennController,15,_Header_,End,1758196457634,prolific_id,undefined,b,95,29,self-directed,n,földműves,munkás,participant_id,NULL,2025-09-18 11:54:16,b,95,29.0,,n,földműves,munkás,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,13,0,experiment,NULL,PennController,15,_Trial_,End,1758196457638,prolific_id,undefined,b,95,29,self-directed,n,földműves,munkás,participant_id,NULL,2025-09-18 11:54:16,b,95,29.0,,n,földműves,munkás,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,13,0,experiment,NULL,PennController,15,_Trial_,End,1758196666678,prolific_id,undefined,c,99,30,self-directed,n,tanár,diák,participant_id,NULL,2025-09-18 11:57:45,c,99,30.0,,n,tanár,diák,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,PennController,16,_Trial_,Start,1758196018458,prolific_id,roro101,a,109,32,self-directed-x,n,politikus,újságíró,participant_id,NULL,2025-09-18 11:52:32,a,109,32.0,,n,politikus,újságíró,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,PennController,16,_Header_,Start,1758196018458,prolific_id,roro101,a,109,32,self-directed-x,n,politikus,újságíró,participant_id,NULL,2025-09-18 11:52:32,a,109,32.0,,n,politikus,újságíró,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,PennController,16,_Header_,End,1758196018458,prolific_id,roro101,a,109,32,self-directed-x,n,politikus,újságíró,participant_id,NULL,2025-09-18 11:52:32,a,109,32.0,,n,politikus,újságíró,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,EyeTracker,tracker,calibration,72,1758196022486,prolific_id,roro101,a,109,32,self-directed-x,n,politikus,újságíró,participant_id,NULL,2025-09-18 11:52:32,a,109,32.0,,n,politikus,újságíró,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,Key,r1,PressedKey,,1758196028796,prolific_id,roro101,a,109,32,self-directed-x,n,politikus,újságíró,participant_id,Wait success,2025-09-18 11:52:32,a,109,32.0,,n,politikus,újságíró,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,Key,r2,PressedKey,,1758196029140,prolific_id,roro101,a,109,32,self-directed-x,n,politikus,újságíró,participant_id,Wait success,2025-09-18 11:52:32,a,109,32.0,,n,politikus,újságíró,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,Key,r3,PressedKey,,1758196029345,prolific_id,roro101,a,109,32,self-directed-x,n,politikus,újságíró,participant_id,Wait success,2025-09-18 11:52:32,a,109,32.0,,n,politikus,újságíró,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,Key,r4,PressedKey,,1758196029500,prolific_id,roro101,a,109,32,self-directed-x,n,politikus,újságíró,participant_id,Wait success,2025-09-18 11:52:32,a,109,32.0,,n,politikus,újságíró,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,Key,r5,PressedKey,,1758196029676,prolific_id,roro101,a,109,32,self-directed-x,n,politikus,újságíró,participant_id,Wait success,2025-09-18 11:52:32,a,109,32.0,,n,politikus,újságíró,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,Key,r7,PressedKey,,1758196029860,prolific_id,roro101,a,109,32,self-directed-x,n,politikus,újságíró,participant_id,Wait success,2025-09-18 11:52:32,a,109,32.0,,n,politikus,újságíró,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,Key,question,PressedKey,,1758196031578,prolific_id,roro101,a,109,32,self-directed-x,n,politikus,újságíró,participant_id,Wait success,2025-09-18 11:52:32,a,109,32.0,,n,politikus,újságíró,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,Selector,choice_selector,Selection,right_canvas,1758196037353,prolific_id,roro101,a,109,32,self-directed-x,n,politikus,újságíró,participant_id,left_canvas;right_canvas,2025-09-18 11:52:32,a,109,32.0,,n,politikus,újságíró,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,EyeTracker,tracker,Filename,httpsfarmpcibexnetrDigcCS/bdc17927-53a3-24cb-4607-15e00152ec65,1758196038370,prolific_id,roro101,a,109,32,self-directed-x,n,politikus,újságíró,participant_id,NULL,2025-09-18 11:52:32,a,109,32.0,,n,politikus,újságíró,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,PennController,16,_Trial_,End,1758196038372,prolific_id,roro101,a,109,32,self-directed-x,n,politikus,újságíró,participant_id,NULL,2025-09-18 11:52:32,a,109,32.0,,n,politikus,újságíró,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,PennController,16,_Trial_,End,1758196457967,prolific_id,undefined,b,68,22,other-directed,y,menedzser,vezérigazgató,participant_id,NULL,2025-09-18 11:54:16,b,68,22.0,,y,menedzser,vezérigazgató,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,PennController,16,_Trial_,Start,1758196666285,prolific_id,undefined,c,81,25,self-directed-x,n,tudós,ügyész,participant_id,NULL,2025-09-18 11:57:45,c,81,25.0,,n,tudós,ügyész,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,PennController,16,_Header_,Start,1758196666285,prolific_id,undefined,c,81,25,self-directed-x,n,tudós,ügyész,participant_id,NULL,2025-09-18 11:57:45,c,81,25.0,,n,tudós,ügyész,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,PennController,16,_Header_,End,1758196666285,prolific_id,undefined,c,81,25,self-directed-x,n,tudós,ügyész,participant_id,NULL,2025-09-18 11:57:45,c,81,25.0,,n,tudós,ügyész,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,14,0,experiment,NULL,PennController,16,_Trial_,End,1758196666293,prolific_id,undefined,c,81,25,self-directed-x,n,tudós,ügyész,participant_id,NULL,2025-09-18 11:57:45,c,81,25.0,,n,tudós,ügyész,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,PennController,17,_Trial_,Start,1758195665253,prolific_id,roro101,a,70,22,other-directed-x,y,vezérigazgató,menedzser,participant_id,NULL,2025-09-18 11:52:32,a,70,22.0,,y,vezérigazgató,menedzser,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,PennController,17,_Header_,Start,1758195665253,prolific_id,roro101,a,70,22,other-directed-x,y,vezérigazgató,menedzser,participant_id,NULL,2025-09-18 11:52:32,a,70,22.0,,y,vezérigazgató,menedzser,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,PennController,17,_Header_,End,1758195665253,prolific_id,roro101,a,70,22,other-directed-x,y,vezérigazgató,menedzser,participant_id,NULL,2025-09-18 11:52:32,a,70,22.0,,y,vezérigazgató,menedzser,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,EyeTracker,tracker,calibration,63,1758195669288,prolific_id,roro101,a,70,22,other-directed-x,y,vezérigazgató,menedzser,participant_id,NULL,2025-09-18 11:52:32,a,70,22.0,,y,vezérigazgató,menedzser,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,Key,r1,PressedKey,,1758195674802,prolific_id,roro101,a,70,22,other-directed-x,y,vezérigazgató,menedzser,participant_id,Wait success,2025-09-18 11:52:32,a,70,22.0,,y,vezérigazgató,menedzser,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,Key,r2,PressedKey,,1758195675021,prolific_id,roro101,a,70,22,other-directed-x,y,vezérigazgató,menedzser,participant_id,Wait success,2025-09-18 11:52:32,a,70,22.0,,y,vezérigazgató,menedzser,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,Key,r3,PressedKey,,1758195675190,prolific_id,roro101,a,70,22,other-directed-x,y,vezérigazgató,menedzser,participant_id,Wait success,2025-09-18 11:52:32,a,70,22.0,,y,vezérigazgató,menedzser,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,Key,r4,PressedKey,,1758195675350,prolific_id,roro101,a,70,22,other-directed-x,y,vezérigazgató,menedzser,participant_id,Wait success,2025-09-18 11:52:32,a,70,22.0,,y,vezérigazgató,menedzser,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,Key,r5,PressedKey,,1758195675572,prolific_id,roro101,a,70,22,other-directed-x,y,vezérigazgató,menedzser,participant_id,Wait success,2025-09-18 11:52:32,a,70,22.0,,y,vezérigazgató,menedzser,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,Key,r7,PressedKey,,1758195675746,prolific_id,roro101,a,70,22,other-directed-x,y,vezérigazgató,menedzser,participant_id,Wait success,2025-09-18 11:52:32,a,70,22.0,,y,vezérigazgató,menedzser,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,Key,question,PressedKey,,1758195679779,prolific_id,roro101,a,70,22,other-directed-x,y,vezérigazgató,menedzser,participant_id,Wait success,2025-09-18 11:52:32,a,70,22.0,,y,vezérigazgató,menedzser,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,Selector,choice_selector,Selection,right_canvas,1758195684301,prolific_id,roro101,a,70,22,other-directed-x,y,vezérigazgató,menedzser,participant_id,left_canvas;right_canvas,2025-09-18 11:52:32,a,70,22.0,,y,vezérigazgató,menedzser,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,EyeTracker,tracker,Filename,httpsfarmpcibexnetrDigcCS/bdc17927-53a3-24cb-4607-15e00152ec65,1758195685305,prolific_id,roro101,a,70,22,other-directed-x,y,vezérigazgató,menedzser,participant_id,NULL,2025-09-18 11:52:32,a,70,22.0,,y,vezérigazgató,menedzser,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,PennController,17,_Trial_,End,1758195685306,prolific_id,roro101,a,70,22,other-directed-x,y,vezérigazgató,menedzser,participant_id,NULL,2025-09-18 11:52:32,a,70,22.0,,y,vezérigazgató,menedzser,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,PennController,17,_Trial_,Start,1758196457795,prolific_id,undefined,b,74,23,other-directed,y,rendőr,biztonsági őr,participant_id,NULL,2025-09-18 11:54:16,b,74,23.0,,y,rendőr,biztonsági őr,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,PennController,17,_Header_,Start,1758196457795,prolific_id,undefined,b,74,23,other-directed,y,rendőr,biztonsági őr,participant_id,NULL,2025-09-18 11:54:16,b,74,23.0,,y,rendőr,biztonsági őr,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,PennController,17,_Header_,End,1758196457795,prolific_id,undefined,b,74,23,other-directed,y,rendőr,biztonsági őr,participant_id,NULL,2025-09-18 11:54:16,b,74,23.0,,y,rendőr,biztonsági őr,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,PennController,17,_Trial_,End,1758196457803,prolific_id,undefined,b,74,23,other-directed,y,rendőr,biztonsági őr,participant_id,NULL,2025-09-18 11:54:16,b,74,23.0,,y,rendőr,biztonsági őr,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,PennController,17,_Trial_,Start,1758196666257,prolific_id,undefined,c,116,34,attention-check,y,hangya,elefánt,participant_id,NULL,2025-09-18 11:57:45,c,116,34.0,,y,hangya,elefánt,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,PennController,17,_Header_,Start,1758196666257,prolific_id,undefined,c,116,34,attention-check,y,hangya,elefánt,participant_id,NULL,2025-09-18 11:57:45,c,116,34.0,,y,hangya,elefánt,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,PennController,17,_Header_,End,1758196666257,prolific_id,undefined,c,116,34,attention-check,y,hangya,elefánt,participant_id,NULL,2025-09-18 11:57:45,c,116,34.0,,y,hangya,elefánt,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,15,0,experiment,NULL,PennController,17,_Trial_,End,1758196666261,prolific_id,undefined,c,116,34,attention-check,y,hangya,elefánt,participant_id,NULL,2025-09-18 11:57:45,c,116,34.0,,y,hangya,elefánt,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,PennController,18,_Trial_,Start,1758196266260,prolific_id,roro101,a,46,16,exclusive,y,16b,16a,participant_id,NULL,2025-09-18 11:52:32,a,46,16.0,,y,16b,16a,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,PennController,18,_Header_,Start,1758196266260,prolific_id,roro101,a,46,16,exclusive,y,16b,16a,participant_id,NULL,2025-09-18 11:52:32,a,46,16.0,,y,16b,16a,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,PennController,18,_Header_,End,1758196266260,prolific_id,roro101,a,46,16,exclusive,y,16b,16a,participant_id,NULL,2025-09-18 11:52:32,a,46,16.0,,y,16b,16a,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,EyeTracker,tracker,calibration,69,1758196270273,prolific_id,roro101,a,46,16,exclusive,y,16b,16a,participant_id,NULL,2025-09-18 11:52:32,a,46,16.0,,y,16b,16a,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,Key,r1,PressedKey,,1758196276899,prolific_id,roro101,a,46,16,exclusive,y,16b,16a,participant_id,Wait success,2025-09-18 11:52:32,a,46,16.0,,y,16b,16a,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,Key,r2,PressedKey,,1758196277308,prolific_id,roro101,a,46,16,exclusive,y,16b,16a,participant_id,Wait success,2025-09-18 11:52:32,a,46,16.0,,y,16b,16a,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,Key,r3,PressedKey,,1758196277559,prolific_id,roro101,a,46,16,exclusive,y,16b,16a,participant_id,Wait success,2025-09-18 11:52:32,a,46,16.0,,y,16b,16a,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,Key,r4,PressedKey,,1758196277751,prolific_id,roro101,a,46,16,exclusive,y,16b,16a,participant_id,Wait success,2025-09-18 11:52:32,a,46,16.0,,y,16b,16a,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,Key,r5,PressedKey,,1758196278095,prolific_id,roro101,a,46,16,exclusive,y,16b,16a,participant_id,Wait success,2025-09-18 11:52:32,a,46,16.0,,y,16b,16a,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,Key,r6,PressedKey,,1758196278474,prolific_id,roro101,a,46,16,exclusive,y,16b,16a,participant_id,Wait success,2025-09-18 11:52:32,a,46,16.0,,y,16b,16a,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,Key,r7,PressedKey,,1758196278907,prolific_id,roro101,a,46,16,exclusive,y,16b,16a,participant_id,Wait success,2025-09-18 11:52:32,a,46,16.0,,y,16b,16a,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,Selector,choice_selector,Selection,right_canvas,1758196285746,prolific_id,roro101,a,46,16,exclusive,y,16b,16a,participant_id,left_canvas;right_canvas,2025-09-18 11:52:32,a,46,16.0,,y,16b,16a,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,EyeTracker,tracker,Filename,httpsfarmpcibexnetrDigcCS/bdc17927-53a3-24cb-4607-15e00152ec65,1758196286776,prolific_id,roro101,a,46,16,exclusive,y,16b,16a,participant_id,NULL,2025-09-18 11:52:32,a,46,16.0,,y,16b,16a,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,PennController,18,_Trial_,End,1758196286777,prolific_id,roro101,a,46,16,exclusive,y,16b,16a,participant_id,NULL,2025-09-18 11:52:32,a,46,16.0,,y,16b,16a,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,PennController,18,_Trial_,End,1758196457881,prolific_id,undefined,b,13,5,exclusive,n,5a,5b,participant_id,NULL,2025-09-18 11:54:16,b,13,5.0,,n,5a,5b,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,PennController,18,_Trial_,Start,1758196666315,prolific_id,undefined,c,48,16,contrastive,y,16b,16a,participant_id,NULL,2025-09-18 11:57:45,c,48,16.0,,y,16b,16a,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,PennController,18,_Header_,Start,1758196666315,prolific_id,undefined,c,48,16,contrastive,y,16b,16a,participant_id,NULL,2025-09-18 11:57:45,c,48,16.0,,y,16b,16a,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,PennController,18,_Header_,End,1758196666315,prolific_id,undefined,c,48,16,contrastive,y,16b,16a,participant_id,NULL,2025-09-18 11:57:45,c,48,16.0,,y,16b,16a,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,16,0,experiment,NULL,PennController,18,_Trial_,End,1758196666324,prolific_id,undefined,c,48,16,contrastive,y,16b,16a,participant_id,NULL,2025-09-18 11:57:45,c,48,16.0,,y,16b,16a,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,PennController,19,_Trial_,Start,1758196160045,prolific_id,roro101,a,79,25,self-directed,n,ügyész,tudós,participant_id,NULL,2025-09-18 11:52:32,a,79,25.0,,n,ügyész,tudós,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,PennController,19,_Header_,Start,1758196160045,prolific_id,roro101,a,79,25,self-directed,n,ügyész,tudós,participant_id,NULL,2025-09-18 11:52:32,a,79,25.0,,n,ügyész,tudós,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,PennController,19,_Header_,End,1758196160045,prolific_id,roro101,a,79,25,self-directed,n,ügyész,tudós,participant_id,NULL,2025-09-18 11:52:32,a,79,25.0,,n,ügyész,tudós,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,EyeTracker,tracker,calibration,71,1758196164070,prolific_id,roro101,a,79,25,self-directed,n,ügyész,tudós,participant_id,NULL,2025-09-18 11:52:32,a,79,25.0,,n,ügyész,tudós,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,Key,r1,PressedKey,,1758196170193,prolific_id,roro101,a,79,25,self-directed,n,ügyész,tudós,participant_id,Wait success,2025-09-18 11:52:32,a,79,25.0,,n,ügyész,tudós,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,Key,r2,PressedKey,,1758196170557,prolific_id,roro101,a,79,25,self-directed,n,ügyész,tudós,participant_id,Wait success,2025-09-18 11:52:32,a,79,25.0,,n,ügyész,tudós,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,Key,r3,PressedKey,,1758196170767,prolific_id,roro101,a,79,25,self-directed,n,ügyész,tudós,participant_id,Wait success,2025-09-18 11:52:32,a,79,25.0,,n,ügyész,tudós,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,Key,r4,PressedKey,,1758196170954,prolific_id,roro101,a,79,25,self-directed,n,ügyész,tudós,participant_id,Wait success,2025-09-18 11:52:32,a,79,25.0,,n,ügyész,tudós,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,Key,r5,PressedKey,,1758196171131,prolific_id,roro101,a,79,25,self-directed,n,ügyész,tudós,participant_id,Wait success,2025-09-18 11:52:32,a,79,25.0,,n,ügyész,tudós,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,Key,r7,PressedKey,,1758196171296,prolific_id,roro101,a,79,25,self-directed,n,ügyész,tudós,participant_id,Wait success,2025-09-18 11:52:32,a,79,25.0,,n,ügyész,tudós,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,Key,question,PressedKey,,1758196176094,prolific_id,roro101,a,79,25,self-directed,n,ügyész,tudós,participant_id,Wait success,2025-09-18 11:52:32,a,79,25.0,,n,ügyész,tudós,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,Selector,choice_selector,Selection,right_canvas,1758196179683,prolific_id,roro101,a,79,25,self-directed,n,ügyész,tudós,participant_id,left_canvas;right_canvas,2025-09-18 11:52:32,a,79,25.0,,n,ügyész,tudós,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,EyeTracker,tracker,Filename,httpsfarmpcibexnetrDigcCS/bdc17927-53a3-24cb-4607-15e00152ec65,1758196180710,prolific_id,roro101,a,79,25,self-directed,n,ügyész,tudós,participant_id,NULL,2025-09-18 11:52:32,a,79,25.0,,n,ügyész,tudós,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,PennController,19,_Trial_,End,1758196180711,prolific_id,roro101,a,79,25,self-directed,n,ügyész,tudós,participant_id,NULL,2025-09-18 11:52:32,a,79,25.0,,n,ügyész,tudós,participant_id
1758196456,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,PennController,19,_Trial_,End,1758196457868,prolific_id,undefined,b,86,26,other-directed-x,y,pilóta,professzor,participant_id,NULL,2025-09-18 11:54:16,b,86,26.0,,y,pilóta,professzor,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,PennController,19,_Trial_,Start,1758196666363,prolific_id,undefined,c,108,32,other-directed,y,politikus,újságíró,participant_id,NULL,2025-09-18 11:57:45,c,108,32.0,,y,politikus,újságíró,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,PennController,19,_Header_,Start,1758196666363,prolific_id,undefined,c,108,32,other-directed,y,politikus,újságíró,participant_id,NULL,2025-09-18 11:57:45,c,108,32.0,,y,politikus,újságíró,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,PennController,19,_Header_,End,1758196666363,prolific_id,undefined,c,108,32,other-directed,y,politikus,újságíró,participant_id,NULL,2025-09-18 11:57:45,c,108,32.0,,y,politikus,újságíró,participant_id
1758196665,185b2707d3f2edd80bf4191a533f537d,PennController,17,0,experiment,NULL,PennController,19,_Trial_,End,1758196666376,prolific_id,undefined,c,108,32,other-directed,y,politikus,újságíró,participant_id,NULL,2025-09-18 11:57:45,c,108,32.0,,y,politikus,újságíró,participant_id
1758196352,185b2707d3f2edd80bf4191a533f537d,PennController,18,0,experiment,NULL,PennController,20,_Trial_,Start,1758196180713,prolific_id,roro101,a,103,31,other-directed-x,n,művész,üzletember,participant_id,NULL,2025-09-18 11:52:32,a,103,31.0,,n,művész,üzletember,participant_id
